BP_Code,Name,lat,lng
V000448,Orissa International Pte Ltd,1.283395,103.8143292
V000175,Oue Downtown F&B Pte Ltd,1.2771468,103.8485274
V000583,Oxford Global Marketing Ltd,51.7527629,-1.291402
V000100,Pacific Arena Pte Ltd,1.2732495,103.8419431
V000574,Page Personnel Recruitment Pte. Ltd.,1.284479,103.851082
V000296,Panda Logistics Pte Ltd,1.2806145,103.8238238
V000339,Panion & BF Biotech Inc,25.0584861,121.6118825
V000696,Pantai Premier Pathology Sdn Bhd,3.1277424,101.7520863
V000477,Paradigm Advisors Holdings (Hong Kong) Limited,22.2800925,114.1569893
V000594,Paradise (Pte) Ltd,1.333427,103.8942808
V000202,Parfait Concept,1.2790979,103.8447154
V000101,Parisik Elecronics & Computer Pte Ltd,1.3103457,103.7950772
V000185,Park Avenue Rochester,1.3050635,103.7885633
V000480,Partymojo Pte Ltd,1.3348385,103.7468606
V000037,PeopleKey Consulting Pte Ltd,1.2956671,103.8590132
V000716,Per-Dem Hay Marketing Solutions Inc,14.586044,121.058239
V000496,PersolKelly Singapore Pte Ltd,1.2782298,103.8509732
V000634,Peter Condron,1.352083,103.819836
V000235,Pfizer Ltd,51.294617,1.3464474
V000102,Pharmanets LLC,40.3135586,-74.652927
V000103,Philip Liew & Co,1.300401,103.8523563
V000681,Philippine Society of Medical Oncology,14.6239437,121.0312308
V000104,Pico Art International Pte Ltd,1.3096363,103.8650892
V000704,Pico Art International Pte Ltd,1.3096363,103.8650892
V000388,Pinsent Masons MPillay LLP,1.2787137,103.8473369
V000314,"PitchBook Data, Inc.",1.352083,103.819836
V000105,PLC Tax Services Pte Ltd,1.3005022,103.8522215
V000107,PPE Distribution (S) Pte Ltd,1.3399559,103.9418321
V000108,Practical Mediscience Pte Ltd,1.3048136,103.7980353
V000342,Practical Systems & Supplies Pte Ltd,1.3375285,103.7547136
V000425,Prapasri Kaewkitiroj,13.7873313,100.5326218
V000488,Proassuran Sdn Bhd,3.1656857,101.6519562
V000471,Prof Chng Wee Joo,1.352083,103.819836
V000469,Prof Frank Slack,1.352083,103.819836
V000470,Prof Lam Kong Peng,1.352083,103.819836
V000487,Proinsure Sdn Bhd,3.1656857,101.6519562
V000109,Promega Pte Ltd,1.2893565,103.7913681
V000233,Pt Classe Engineering,1.4427214,103.8350816
V000439,PT. Andaman Medical Indonesia,-6.2513892,106.8799765
V000569,PT. Andaman Medical Indonesia,-6.2502697,106.8775612
V000611,Pulmonary Vascular Research Institute,51.2757744,1.0856900999999999
V000495,Pulseactiv Pte Ltd,1.313601,103.8680923
V000110,Qiagen Gmbh,51.1711897,6.9841678
V000111,Qiagen Singapore Pte Ltd,1.3053645999999999,103.7976278
V000266,QQ Travel Ptd Ltd,1.352083,103.819836
V000333,Quahe Woo & Palmer LLC,1.352083,103.819836
V000547,Quantum Automation Pte Ltd,1.4590063,103.7967223
V000328,Quantum Safety Network Pte Ltd,1.3432155,103.8502325
V000338,Quantum Safety Network Pte Ltd,1.3432155,103.8502325
V000112,Quest Laboratories Pte Ltd,1.3241372999999999,103.8929176
V000113,Quickbook Online,1.352083,103.819836
V000666,Qumata Asiapac Pte Ltd,1.2771468,103.8485274
V000672,Rabiah Balqis Binti Gopal Abdullah,3.2824176,101.5287826
V000603,Raffles Health Insurance Pte Ltd,1.3011894,103.8572771
V000421,Raffles Translation Services,1.3397443,103.7067297
V000186,Raffles Translation Singapore,1.3390753,103.7052502
V000708,Rainbow Instruments Pte Ltd,1.333427,103.8942808
V000660,Rajah & Tann Singapore LLP,1.2771572,103.8523745
V000325,Randstad Pte Limited,1.352083,103.819836
V000359,Recruit Express Pte Ltd,1.3026716,103.8343967
V000114,Redhill Communication Pte Ltd,1.2883831,103.8492294
V000115,Redmart Limited,1.3129637,103.721224
V000313,Reprocell USA Inc,39.0633864,-76.8931769
V000411,Republic Polytechnic,1.285184,103.8488954
V000116,Research Instruments Pte Ltd,1.2931272,103.7882108
V000559,Research Nester Private Limited,28.6261825,77.37251
V000503,Restaurant Salt (The S Collective Pte Ltd),1.2859958,103.8495804
V000218,Rhenus Logistics Pte Ltd,1.3371857999999999,103.9656142
V000568,RHTLaw Asia,1.3179654,103.9239148
V000670,Ricardo D. Bering,14.6911287,121.1011439
V000117,Rico Engineering Works Pte Ltd,1.3979608,103.8732874
V000486,Ricon Pte Ltd,1.3242314,103.6571739
V000685,Ridge Consultancy Pte Ltd,1.3059064999999999,103.8314983
V000254,Robertson Chambers LLC,1.2919025,103.8400045
V000118,Roche Diagnostics Asia Pacific Pte Ltd.,1.3107767,103.8638157
V000413,Rodex Movers & Trading Pte Ltd,1.3771734,103.864109
V000259,Royal Selangor(S) Pte Ltd,1.3385661,103.8851742
V000601,RS Components Pte Ltd,1.2792383,103.8488044
V000251,Rsm Chio Lim LLP,1.3022928,103.8497956
V000106,RSM Tax Pte Ltd,1.3021053999999999,103.8495515
V000456,Rugged Asia Pte Ltd,1.311283,103.8652738
V000329,S.F Express (Singapore) Pte Ltd,1.3305163,103.9642407
V000119,S.P.I.D. Design,1.2873156,103.8340344
V000121,Sage Clinical Services Pte Ltd,1.3594884999999999,103.833788
V000350,Sage Clinical Services Pte Ltd,1.3594884999999999,103.833788
V000416,Sanjay,1.352083,103.819836
V000352,Sankaran Karthikeyan Advocate & Solicitor,1.2756998,103.8458098
V000375,Sante Global LLP,51.4141982,-0.752517
V000661,"Santos Knight Frank, INC.",14.5565232,121.022311
V000120,Sartorius Singapore Pte Ltd,1.2884794,103.779528
V000015,SATA Commhealth,1.3279741,103.9211413
V000122,Sciencewerke Pte Ltd,1.2760918,103.7954127
V000341,Scientific Resources Pte Ltd,1.336195,103.757222
V000370,SciLeads Ltd,54.6003157,-5.9275731
V000123,Scimed (Asia) Pte Ltd,1.3110028,103.7527027
V000310,Secretlab SG Pte Ltd,1.3196141,103.8650163
V000124,Seraya Energy Pte Ltd,1.2647934,103.8192617
V000394,ServLink Technology Resources Pte Ltd,1.2805136,103.8208177
V000187,Seventh Sense Biosystems Inc,42.4157199,-71.1266771
V000125,SG Analytics,18.4823037,73.9033961
V000631,SGS Certification Services Singapore Pte Ltd,1.3290445,103.7504612
V000215,Shalom Transport Services Pte Ltd,1.337751,103.8971834
V000188,Shanghai ChunGu Bio-Medical,31.18014,121.4252
V000355,"Shanghai Hansen Global Supply Co.,Ltd",24.96389,102.78389
V000287,"Shanghai SKILT Machinery Equipment Co.,Ltd",34.430023,109.705502
V000629,"Shenzhen Haoshengyu Medical Equipment Co., Ltd.",22.775717,113.820602
V000264,Shred-it Singapore Pte Ltd,1.3257982,103.8978969
V000189,Shutterstock,1.352083,103.819836
V000312,Siemens Pte Ltd,1.3276344,103.870631
V000161,SiewLi Consultancy Network Pte Ltd,1.280181,103.8414971
V000126,Sigma-Aldrich Pte Ltd,1.352083,103.819836
V000241,Sign Place Singapore Pte Ltd,1.3367337,103.9107462
V000307,Singa Plastics Limited,1.3317252,103.7179644
V000127,Singapore Business Federation,1.2780471,103.8479984
V000128,Singapore Computer Guys Pte Ltd,1.2882928,103.8114418
V000397,Singapore First Aid Training Centre Pte Ltd,1.2792053,103.8405132
V000535,Singapore Management University,1.2968307000000001,103.8521961
V000129,Singapore Manufacturing Federation,1.2835701,103.8193837
V000579,Singapore Marriott Tang Plaza Hotel,1.3048849,103.83266449999999
V000632,Singapore Medical Association,1.2835701,103.8193837
V000566,"Singapore Medical Laboratories, Inc.",14.5574658,121.0172487
V000669,Singapore Precision Engineering and Technology Association,1.3778796,103.8562274
V000396,Singapore Press Holdings Limited,1.3343034999999999,103.8563265
V000191,Singlab Technologies Pte Ltd,1.2836718,103.8161929
V000297,Singtel,1.352083,103.819836
V000192,SKF Enterprise,1.405858,103.759315
V000322,Skillsforce Management Concultancy Pte Ltd,1.3184358,103.8927403
V000162,Smart & Biggar,45.4221984,-75.6959922
V000130,SMF Centre for Corporate Learning,1.2835701,103.8193837
V000348,SMI Centre of Excellence Asia,1.3081745,103.8379745
V000422,Soh Printer,1.3230463000000001,103.8945999
V000697,South East Asian Thoracic Society (SEATS),1.318903,103.894049
V000131,SP Services Ltd,1.352083,103.819836
V000193,SPD Scientific Pte Ltd,1.311175,103.752811
V000225,Speedy Gonzales Logistic Services,1.306203,103.8319184
V000194,Spot On Sciences,30.3512954,-97.7094409
V000541,Spring Nature Customer Service Centre GmbH,49.423947,8.6569417
V000576,Spring Professional (Singapore) Pte Ltd,1.3062932,103.8318472
V000476,Spring Publishing Pte Ltd,1.3361591,103.8874403
V000363,Spruson & Ferguson (Asia) Pte Ltd,1.2989312,103.8594005
V000380,SQI International Pte Ltd,1.3012709,103.84943319999999
V000527,St Georges Clinic and Surgery Pte Ltd,1.3228459,103.8609747
V000650,ST Regis Hotel Bangkok (Rajdamri Holding Limited),13.73945,100.53944
V000156,Stamford Catering Services Pte Ltd,1.4566932,103.8026423
V000376,Stanley Cheong Kok Yew,1.352083,103.819836
V000132,Star Furniture Pte Ltd,1.4086374,103.746927
V000678,SThree Pte Ltd,1.2841089,103.852015
V000662,Strategic Alliance Advisory Pte. Ltd.,1.3640321,103.9705133
V000489,Strategic Alliance Events & Communications Pte Ltd,1.3553163,103.9418968
V000606,Stratgeist Pte Ltd,1.332964,103.890505
V000133,Stream Peak International Pte Ltd,1.3048755,103.6288102
V000134,Stuart Ong & Associates LLC,1.2823054,103.8509506
V000011,STUCK Design Pte Ltd,1.3297821,103.8766723
V000226,Sunlight Paper Products Pte Ltd,1.2953733,103.6261876
V000688,Superstructure SG Pte Ltd,1.4054600000000002,103.7555279
V000482,SWS Apparels Printing,1.3265456,103.8755699
V000415,"Synergy Sourcing and Development Group, Inc.",14.604372099999999,120.9750919
V000436,T9 Global Forwarding Pte Ltd,1.308581,103.673398
V000443,T9 Logistics Management Pte Ltd,1.308581,103.673398
V000344,Takahiro Ochiya,1.352083,103.819836
V000703,Takahiro Ochiya,36.204824,138.252924
V000028,Talent Spot Group Pte Ltd,1.2911534,103.8576778
V000472,Talentvis Singapore Pte Ltd,1.3007002,103.8394225
V000585,Tan & Yik Clinic & Surgery,1.347648,103.8494606
V000638,Tan Lay Keng & Co,1.2923407,103.8508826
V000196,Tan Leng Kim (Cleaner),1.352083,103.819836
V000505,Tan Song Kwang,1.352083,103.819836
V000244,Tan Tock Seng Hospital Pte Ltd,1.3210806,103.8456848
V000683,Tang Wai Kin Julian,1.3385124,103.8688598
V000699,Tatsuro Murano,35.9010454,139.9409039
V000404,Tawee Sayamipuk,13.6605325,100.6298171
V000646,Tay Yu Zhen,1.3742952,103.8726702
V000433,T-Breakz LLP,1.3713834,103.9476686
V000197,TechSource Systems Pte Ltd,1.3264632,103.896365
V000283,Ted Traum Institute,1.3322382,103.8907615
V000135,Tee Hai Chem Pte Ltd,1.352083,103.819836
V000273,Temp-Frost Pte Ltd,1.3274808,103.873511
V000434,Tertiary Infotech Pte Ltd,1.386341,103.742505
V000667,Thai Society of Clinical Oncology,13.7467408,100.5850868
V000540,"Thanunwat Co., Ltd",13.676298,100.6182533
V000664,Thanyanan Baisamut,15.870032,100.992541
V000571,The Bishan Family Doctors,1.358915,103.844828
V000136,The Cellar Door,1.463076,103.81437
V000532,The College of Law,-33.8696612,151.2097073
V000539,The Commercial Press (H.K.) Ltd,22.2788093,114.2256461
V000392,The Edge Publishing Pte Ltd,1.3130785,103.860129
V000418,The Famous Amos Chocolate Chip Cookie (S) Pte Ltd,1.3272146,103.8979823
V000502,The Fish Sh-nack,1.2756998,103.8458098
V000628,The Fun Events Pte Ltd,1.3088600000000001,103.8773367
V000676,The Giftz Planner,1.3272617,103.8962753
V000701,The Malaysian Oncological Society,1.352083,103.819836
V000627,The Medical Suite Pte Ltd,1.3416825000000001,103.8493198
V000262,The Pack Protein & Salad Bar Pte Ltd,1.3096813,103.8643015
V000219,The Roadmaster Courier,1.3101107,103.8622198
V000642,The SR Group (Singapore) Pte Ltd.,1.2832446,103.8496597
V000523,The Surgeons Pte Ltd,1.3055812,103.8354779
V000630,The Tenteram Clinic Pte Ltd,1.3278032,103.8609358
V000050,Thermo Fisher Scientific Pte Ltd,1.4402935000000001,103.7833214
V000243,Thomas & Green Pte Ltd,1.3426632,103.7566503
V000714,Thoughts and Notions Inc,14.5759647,121.0387504
V000137,TLC Scientific Solutions Pte Ltd,1.3105119,103.751873
V000300,TNT Express Worldwide (Singapore) Pte Ltd,1.3334407,103.9529495
V000362,Top Parking Pte Ltd,1.3288259,103.8904489
V000356,T-Pride Pte Ltd,1.352083,103.819836
V000138,Trade 21 Pte Ltd,1.2841418,103.8247844
V000216,Transfingo Pte Ltd,1.311461,103.863627
V000360,Trident Trust Company (Singapore) Pte Ltd,1.2796368999999999,103.8490568
V000526,Trinity Healthcare Group Pte Ltd,1.3351188999999999,103.7393198
V000139,Tritech Scientific Pte Ltd,1.3369406,103.7546187
V000157,Tri-Wall (Asia) Pte Ltd,1.3364167999999998,103.755683
V000227,TTSH Molecular Diagnostic Laboratory,1.3214119,103.8461259
V000452,Tuck Mei Printing Pte Ltd,1.328777,103.890566
V000140,TUV Rheinland Singapore Pte Ltd,1.3245718,103.7464939
V000252,Tuv Sud Psb Pte Ltd,1.2918308,103.785582
V000302,Twist Bioscience,37.6591481,-122.3989203
V000410,TYT Corporation Pte Ltd,1.2999157000000001,103.6254641
V000400,U-Freight Singapore Pte Ltd,1.3319326999999999,103.9630756
V000141,Ultra Supplies,1.2875231,103.8031063
V000004,Unboxxing (Private Limited),1.2953522,103.8584051
V000198,Union Label Industries Pte Ltd,1.3349612,103.9435588
V000142,United Parcel Services (S) Pte Ltd,1.3814962,104.0010972
V000565,University of Santo Tomas,14.6059576,120.9884468
V000199,Uparcel,1.338698,103.9066958
V000365,US Food and Drug Administration,40.7083645,-74.0086535
V000491,UTOC (Singapore) Pte Ltd,1.3421371,103.7544416
V000372,Utopia-Aire Pte Ltd,1.3340687,103.9044449
V000282,va-Q-tec SG Pte Ltd,1.328695,103.9663395
V000224,Venturecraft Holdings Pte Ltd - NT,1.2823513,103.8509502
V000143,Venturecraft Two Pte Ltd,1.2823513,103.8509502
V000153,Vital-Care Clinic and Surgery Pte Ltd,1.3726539,103.8540079
V000144,Vitesse Consultancy Services Pte Ltd,1.3281124,103.8655246
V000286,VMOM Pte Ltd,1.3295826,103.8921797
V000092,Volt Service Corporation Pte Ltd,1.2947503,103.8597341
V000145,VPN.AC,45.7766386,24.1428904
V000146,VWR Singapore Pte Ltd,1.3180322,103.6716006
V000409,W Solutions Pte Ltd,1.3328242,103.8903926
V000321,Wanda Henry Co.,39.2495491,-76.7784199
V000147,Wanin Industries Pte Ltd,1.4660193,103.8026988
V000361,West Point Transit Pte Ltd,1.3199692,103.6468537
V000209,Wework,42.3658086,-71.1031199
V000270,Wework Singapore Pte Ltd,1.2812687999999999,103.850022
V000715,WhizWordz International Pte Ltd,1.2790497,103.8487259
V000324,Wildtype Media Group Pte Ltd,1.2967925999999999,103.786762
V000200,Wise Group Pte Ltd,1.3024158,103.8539626
V000208,Wizlink Consulting Pte Ltd,1.330109,103.744756
V000533,"Woodthorpe, Simon E",-33.7417649,151.1269847
V000511,Wooshii Limited,51.4989625,-0.09820949999999999
V000022,Work Edge Pte Ltd,1.3182064,103.8813235
V000228,World Courier Singapore Pte Ltd,1.352282,103.968409
V000222,World Patent and Trademark Register (Do Not Pay),49.2005356,16.6130801
V000281,"Wrike,Inc",40.0015623,-75.1327071
V000148,WS Advertising,1.3384104,103.9057895
V000210,WS Advertising Project Pte Ltd,1.3384104,103.9057895
V000249,Xentiq Partners Pte Ltd,1.3236949,103.6668792
V000510,XPAC Technologies Pte Ltd,1.2943236,103.6240624
V000690,Yeve Consultants Pte Ltd,1.3370592000000001,103.7595759
V000521,Yew Eng Hoe,1.3767387,103.9402988
V000005,Yoong Li Foong,35.7293345,139.751153
V000647,Young Joon Moon,37.5085453,126.8858927
V000389,Younite,1.352083,103.819836
V000390,Youprintit Pte Ltd,1.4343653,103.8024411
V000291,Yourway Transport,40.5946602,-75.6102608
V000088,Yuen Law LLC,1.287621,103.848188
V000149,Yusarn Audrey LLC,1.2838533,103.8519697
V000615,Zain & Co,3.1505984,101.6973539
V000150,Zenaco Co2 (S) Pte Ltd,1.3535019,103.757815
V000466,Zeno Communication Singapore Pte Ltd,1.2958614,103.8555479
V000538,Zeno Communication Singapore Pte Ltd,1.2958614,103.8555479
V000151,ZHE JIANG ZEDA LAW FIRM,35.86166,104.195397
V000599,Zhejiang kaiquda international freight agency Co. LTD,29.35004,120.0607
V000478,"ZheJiang Orient Gene Biotech Co., Ltd",35.86166,104.195397
V000334,Zoom Video Communications Inc,1.352083,103.819836
V000619,Zoom Visual Pte. Ltd.,1.3329431,103.8939977
V000201,Zuellig Pharma Pte. Ltd,1.3531697,103.9729581
